first_name,last_name,email,city,rental_id,rental_date,return_date,payment_id,amount,rental_duration,full_name
Shawn,Heaton,shawn.heaton@sakilacustomer.org,Nakhon Sawan,7595,2005-07-27 23:32:23,2005-08-03 05:28:23,10570,5.99,7,Shawn Heaton
Carole,Barnett,carole.barnett@sakilacustomer.org,Peoria,7596,2005-07-27 23:33:57,2005-08-01 20:46:57,7448,4.99,5,Carole Barnett
Erica,Matthews,erica.matthews@sakilacustomer.org,Pingxiang,7597,2005-07-27 23:35:49,2005-07-30 21:38:49,4593,0.99,3,Erica Matthews
Barry,Lovelace,barry.lovelace@sakilacustomer.org,Kitwe,7598,2005-07-27 23:36:01,2005-07-29 23:35:01,11815,0.99,2,Barry Lovelace
Wanda,Patterson,wanda.patterson@sakilacustomer.org,Sincelejo,7599,2005-07-27 23:38:46,2005-07-28 22:52:46,2369,2.99,1,Wanda Patterson
Florence,Woods,florence.woods@sakilacustomer.org,Merlo,7600,2005-07-27 23:41:18,2005-08-06 04:40:18,2891,7.99,10,Florence Woods
Allison,Stanley,allison.stanley@sakilacustomer.org,Phnom Penh,7601,2005-07-27 23:48:15,2005-07-29 02:45:15,6153,0.99,2,Allison Stanley
Brandon,Huey,brandon.huey@sakilacustomer.org,Balikesir,7602,2005-07-27 23:48:35,2005-08-04 17:58:35,9897,4.99,8,Brandon Huey
Gilbert,Sledge,gilbert.sledge@sakilacustomer.org,York,7603,2005-07-27 23:54:44,2005-07-29 01:24:44,13389,2.99,2,Gilbert Sledge
Nathan,Runyon,nathan.runyon@sakilacustomer.org,Charlotte Amalie,7604,2005-07-27 23:54:52,2005-08-05 03:04:52,10989,7.99,9,Nathan Runyon
Morris,Mccarter,morris.mccarter@sakilacustomer.org,Fengshan,7605,2005-07-27 23:57:01,2005-08-03 04:11:01,15439,3.99,7,Morris Mccarter
Vicki,Fields,vicki.fields@sakilacustomer.org,Witten,7606,2005-07-28 00:02:15,2005-07-29 03:14:15,5456,2.99,1,Vicki Fields
Mae,Fletcher,mae.fletcher@sakilacustomer.org,Donostia-San Sebastián,7607,2005-07-28 00:05:53,2005-07-31 04:13:53,7938,4.99,3,Mae Fletcher
Sally,Pierce,sally.pierce@sakilacustomer.org,Chandrapur,7608,2005-07-28 00:08:36,2005-07-28 18:13:36,4530,4.99,0,Sally Pierce
Dana,Hart,dana.hart@sakilacustomer.org,Kirovo-Tšepetsk,7609,2005-07-28 00:11:00,2005-07-31 03:04:00,4875,4.99,3,Dana Hart
Jay,Robb,jay.robb@sakilacustomer.org,Surakarta,7610,2005-07-28 00:11:35,2005-07-31 00:33:35,12146,0.99,3,Jay Robb
Alvin,Deloach,alvin.deloach@sakilacustomer.org,Cuauhtémoc,7611,2005-07-28 00:11:47,2005-07-28 18:35:47,12594,2.99,0,Alvin Deloach
Ken,Prewitt,ken.prewitt@sakilacustomer.org,Bucuresti,7612,2005-07-28 00:11:55,2005-07-30 00:47:55,15088,0.99,2,Ken Prewitt
Carla,Gutierrez,carla.gutierrez@sakilacustomer.org,Bhusawal,7613,2005-07-28 00:13:58,2005-08-06 05:36:58,5479,2.99,9,Carla Gutierrez
Bernard,Colby,bernard.colby@sakilacustomer.org,Dhule (Dhulia),7614,2005-07-28 00:14:38,2005-07-29 18:18:38,11873,0.99,1,Bernard Colby
Louis,Leone,louis.leone@sakilacustomer.org,Tanauan,7615,2005-07-28 00:15:24,2005-07-31 02:00:24,10100,0.99,3,Louis Leone
Margaret,Moore,margaret.moore@sakilacustomer.org,Masqat,7616,2005-07-28 00:15:26,2005-07-30 21:52:26,242,0.99,2,Margaret Moore
Patrick,Newsom,patrick.newsom@sakilacustomer.org,Hanoi,7617,2005-07-28 00:18:40,2005-08-01 01:17:40,9195,2.99,4,Patrick Newsom
Penny,Neal,penny.neal@sakilacustomer.org,Kumbakonam,7618,2005-07-28 00:24:14,2005-08-01 04:35:14,7336,3.99,4,Penny Neal
Chad,Carbone,chad.carbone@sakilacustomer.org,Katihar,7619,2005-07-28 00:25:41,2005-07-30 04:35:41,11337,2.99,2,Chad Carbone
Ross,Grey,ross.grey@sakilacustomer.org,Iligan,7620,2005-07-28 00:27:17,2005-07-31 02:04:17,15543,0.99,3,Ross Grey
Bonnie,Hughes,bonnie.hughes@sakilacustomer.org,Cheju,7621,2005-07-28 00:34:06,2005-08-06 00:13:06,2399,8.99,9,Bonnie Hughes
Elsie,Kelley,elsie.kelley@sakilacustomer.org,Ikerre,7622,2005-07-28 00:37:34,2005-07-31 23:27:34,5372,0.99,3,Elsie Kelley
Tommy,Collazo,tommy.collazo@sakilacustomer.org,Qomsheh,7623,2005-07-28 00:37:41,2005-08-04 19:38:41,12391,6.99,7,Tommy Collazo
Glenn,Pullen,glenn.pullen@sakilacustomer.org,Amersfoort,7624,2005-07-28 00:37:44,2005-07-30 21:26:44,11225,0.99,2,Glenn Pullen
Victor,Barkley,victor.barkley@sakilacustomer.org,Manchester,7625,2005-07-28 00:47:56,2005-08-02 23:34:56,10353,0.99,5,Victor Barkley
Jay,Robb,jay.robb@sakilacustomer.org,Surakarta,7626,2005-07-28 00:49:01,2005-07-31 00:43:01,12147,0.99,3,Jay Robb
Julie,Sanchez,julie.sanchez@sakilacustomer.org,A Coruña (La Coruña),7627,2005-07-28 00:56:47,2005-08-02 04:16:47,1437,4.99,5,Julie Sanchez
Elmer,Noe,elmer.noe@sakilacustomer.org,Battambang,7628,2005-07-28 00:58:04,2005-08-03 19:16:04,13899,4.99,6,Elmer Noe
Tamara,Nguyen,tamara.nguyen@sakilacustomer.org,Anápolis,7629,2005-07-28 01:00:09,2005-07-30 06:49:09,6175,0.99,2,Tamara Nguyen
Jack,Foust,jack.foust@sakilacustomer.org,Zeleznogorsk,7630,2005-07-28 01:01:03,2005-07-31 01:08:03,9499,4.99,3,Jack Foust
Esther,Crawford,esther.crawford@sakilacustomer.org,Botshabelo,7631,2005-07-28 01:01:15,2005-08-01 06:16:15,3577,1.99,4,Esther Crawford
Ana,Bradley,ana.bradley@sakilacustomer.org,Memphis,7632,2005-07-28 01:02:40,2005-07-30 05:31:40,4924,4.99,2,Ana Bradley
Luis,Yanez,luis.yanez@sakilacustomer.org,Brest,7633,2005-07-28 01:03:41,2005-08-01 23:54:41,10868,0.99,4,Luis Yanez
Bruce,Schwarz,bruce.schwarz@sakilacustomer.org,Okinawa,7634,2005-07-28 01:07:01,2005-07-31 05:00:01,9868,4.99,3,Bruce Schwarz
Marvin,Yee,marvin.yee@sakilacustomer.org,Berhampore (Baharampur),7635,2005-07-28 01:08:11,2005-08-01 03:32:11,11178,0.99,4,Marvin Yee
Alice,Stewart,alice.stewart@sakilacustomer.org,Fontana,7636,2005-07-28 01:08:36,2005-08-03 21:36:36,1404,5.99,6,Alice Stewart
Lois,Butler,lois.butler@sakilacustomer.org,Bandar Seri Begawan,7637,2005-07-28 01:12:25,2005-08-02 03:48:25,2486,0.99,5,Lois Butler
Bernice,Willis,bernice.willis@sakilacustomer.org,Batman,7638,2005-07-28 01:13:26,2005-07-28 20:34:26,4672,4.99,0,Bernice Willis
Tommy,Collazo,tommy.collazo@sakilacustomer.org,Qomsheh,7639,2005-07-28 01:14:36,2005-07-29 00:19:36,12392,4.99,1,Tommy Collazo
Tamara,Nguyen,tamara.nguyen@sakilacustomer.org,Anápolis,7640,2005-07-28 01:14:49,2005-08-03 21:50:49,6176,7.99,6,Tamara Nguyen
Pedro,Chestnut,pedro.chestnut@sakilacustomer.org,Šostka,7641,2005-07-28 01:15:45,2005-08-04 23:50:45,12849,7.99,7,Pedro Chestnut
Harvey,Guajardo,harvey.guajardo@sakilacustomer.org,Vinh,7642,2005-07-28 01:16:51,2005-08-02 00:45:51,14087,1.99,5,Harvey Guajardo
Dale,Ratcliff,dale.ratcliff@sakilacustomer.org,Rustenburg,7643,2005-07-28 01:19:44,2005-08-04 21:16:44,11013,4.99,7,Dale Ratcliff
Audrey,Ray,audrey.ray@sakilacustomer.org,Graz,7644,2005-07-28 01:27:33,2005-07-31 22:58:33,4704,0.99,3,Audrey Ray
Bobby,Boudreau,bobby.boudreau@sakilacustomer.org,South Hill,7645,2005-07-28 01:27:42,2005-08-03 07:16:42,10323,2.99,6,Bobby Boudreau
Irma,Pearson,irma.pearson@sakilacustomer.org,Hagonoy,7646,2005-07-28 01:31:45,2005-07-31 07:16:45,6879,2.99,3,Irma Pearson
Kathleen,Adams,kathleen.adams@sakilacustomer.org,Arak,7647,2005-07-28 01:35:17,2005-08-01 00:14:17,993,0.99,4,Kathleen Adams
Daniel,Cabral,daniel.cabral@sakilacustomer.org,Ibirité,7648,2005-07-28 01:35:33,2005-08-04 06:21:33,8423,5.99,7,Daniel Cabral
Brian,Wyman,brian.wyman@sakilacustomer.org,Bydgoszcz,7649,2005-07-28 01:37:26,2005-07-28 21:18:26,8619,0.99,0,Brian Wyman
Kristina,Chambers,kristina.chambers@sakilacustomer.org,Valle De La Pascua,7650,2005-07-28 01:47:20,2005-08-05 06:00:20,7859,1.99,8,Kristina Chambers
Tony,Carranza,tony.carranza@sakilacustomer.org,Koriyama,7651,2005-07-28 01:48:32,2005-08-03 03:10:32,10841,4.99,6,Tony Carranza
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,7652,2005-07-28 01:50:29,2005-07-30 22:23:29,126,0.99,2,Elizabeth Brown
Constance,Reid,constance.reid@sakilacustomer.org,Zaria,7653,2005-07-28 01:58:30,2005-07-28 23:32:30,6252,4.99,0,Constance Reid
Ralph,Madrigal,ralph.madrigal@sakilacustomer.org,Arecibo,7654,2005-07-28 02:00:14,2005-07-31 20:50:14,9724,4.99,3,Ralph Madrigal
Duane,Tubbs,duane.tubbs@sakilacustomer.org,Yangor,7655,2005-07-28 02:01:11,2005-07-30 23:12:11,13817,0.99,2,Duane Tubbs
Eleanor,Hunt,eleanor.hunt@sakilacustomer.org,Saint-Denis,7656,2005-07-28 02:07:19,2005-07-31 04:05:19,4027,0.99,3,Eleanor Hunt
Gabriel,Harder,gabriel.harder@sakilacustomer.org,Sivas,7657,2005-07-28 02:09:00,2005-08-04 21:44:00,13951,2.99,7,Gabriel Harder
Kay,Caldwell,kay.caldwell@sakilacustomer.org,Yantai,7658,2005-07-28 02:09:12,2005-07-30 00:54:12,7357,2.99,2,Kay Caldwell
Salvador,Teel,salvador.teel@sakilacustomer.org,Banjul,7659,2005-07-28 02:09:45,2005-08-02 05:34:45,15648,4.99,5,Salvador Teel
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,7660,2005-07-28 02:10:10,2005-07-30 04:29:10,92,2.99,2,Barbara Jones
Mabel,Holland,mabel.holland@sakilacustomer.org,Monywa,7661,2005-07-28 02:10:27,2005-08-05 03:45:27,6905,3.99,8,Mabel Holland
Christian,Jung,christian.jung@sakilacustomer.org,Amroha,7662,2005-07-28 02:16:08,2005-08-03 21:51:08,14382,2.99,6,Christian Jung
Gordon,Allard,gordon.allard@sakilacustomer.org,Hodeida,7663,2005-07-28 02:19:48,2005-07-30 21:43:48,12705,4.99,2,Gordon Allard
Derek,Blakely,derek.blakely@sakilacustomer.org,Gingoog,7664,2005-07-28 02:24:23,2005-07-29 23:01:23,12448,2.99,1,Derek Blakely
Seth,Hannon,seth.hannon@sakilacustomer.org,Al-Manama,7665,2005-07-28 02:28:30,2005-07-31 20:42:30,15807,2.99,3,Seth Hannon
Alma,Austin,alma.austin@sakilacustomer.org,Mannheim,7666,2005-07-28 02:35:12,2005-08-05 05:43:12,5299,3.99,8,Alma Austin
Francisco,Skidmore,francisco.skidmore@sakilacustomer.org,São Leopoldo,7667,2005-07-28 02:37:22,2005-08-05 21:37:22,11954,8.99,8,Francisco Skidmore
Milton,Howland,milton.howland@sakilacustomer.org,Vijayawada,7668,2005-07-28 02:41:31,2005-08-02 06:08:31,13697,2.99,5,Milton Howland
Vernon,Chapa,vernon.chapa@sakilacustomer.org,Denizli,7669,2005-07-28 02:44:07,2005-07-29 00:54:07,13047,4.99,1,Vernon Chapa
Mattie,Hoffman,mattie.hoffman@sakilacustomer.org,London,7670,2005-07-28 02:44:25,2005-07-29 21:55:25,6800,0.99,1,Mattie Hoffman
Leroy,Bustamante,leroy.bustamante@sakilacustomer.org,Tongliao,7671,2005-07-28 02:48:31,2005-07-30 23:04:31,11932,2.99,2,Leroy Bustamante
Lonnie,Tirado,lonnie.tirado@sakilacustomer.org,Pangkal Pinang,7672,2005-07-28 02:49:41,2005-08-04 02:38:41,14586,8.99,7,Lonnie Tirado
Rodney,Moeller,rodney.moeller@sakilacustomer.org,Deba Habe,7673,2005-07-28 02:53:53,2005-08-06 00:07:53,11074,2.99,9,Rodney Moeller
Samantha,Duncan,samantha.duncan@sakilacustomer.org,Matamoros,7674,2005-07-28 02:54:30,2005-08-05 23:09:30,4809,1.99,8,Samantha Duncan
Loretta,Carpenter,loretta.carpenter@sakilacustomer.org,Oshawa,7675,2005-07-28 02:55:20,2005-07-31 05:27:20,5138,4.99,3,Loretta Carpenter
Milton,Howland,milton.howland@sakilacustomer.org,Vijayawada,7676,2005-07-28 02:55:27,2005-08-01 03:50:27,13698,4.99,4,Milton Howland
Casey,Mena,casey.mena@sakilacustomer.org,Tokat,7677,2005-07-28 02:56:37,2005-07-31 02:21:37,15166,2.99,3,Casey Mena
Ben,Easter,ben.easter@sakilacustomer.org,Kamyšin,7678,2005-07-28 02:58:16,2005-08-06 04:22:16,13747,8.99,9,Ben Easter
Marcus,Hidalgo,marcus.hidalgo@sakilacustomer.org,Tartu,7679,2005-07-28 02:58:39,2005-08-02 04:58:39,11983,3.99,5,Marcus Hidalgo
Everett,Banda,everett.banda@sakilacustomer.org,Bilbays,7680,2005-07-28 02:59:08,2005-08-03 03:37:08,14974,1.99,6,Everett Banda
Edwin,Burk,edwin.burk@sakilacustomer.org,Newcastle,7681,2005-07-28 03:07:09,2005-07-29 08:30:09,11656,0.99,1,Edwin Burk
Bryan,Hardison,bryan.hardison@sakilacustomer.org,Dallas,7682,2005-07-28 03:07:29,2005-08-04 08:48:29,10820,5.99,7,Bryan Hardison
Beverly,Brooks,beverly.brooks@sakilacustomer.org,Chiayi,7683,2005-07-28 03:11:29,2005-08-04 00:14:29,1980,4.99,7,Beverly Brooks
Amanda,Carter,amanda.carter@sakilacustomer.org,Nador,7684,2005-07-28 03:11:54,2005-07-31 04:40:54,1106,0.99,3,Amanda Carter
Tim,Cary,tim.cary@sakilacustomer.org,Bijapur,7685,2005-07-28 03:13:00,2005-08-01 00:29:00,12631,0.99,4,Tim Cary
Vivian,Ruiz,vivian.ruiz@sakilacustomer.org,´S-Hertogenbosch,7686,2005-07-28 03:19:23,2005-08-04 05:17:23,5008,6.99,7,Vivian Ruiz
Timothy,Bunn,timothy.bunn@sakilacustomer.org,Brasília,7687,2005-07-28 03:20:26,2005-08-02 05:48:26,8789,2.99,5,Timothy Bunn
Rick,Mattox,rick.mattox@sakilacustomer.org,Mit Ghamr,7688,2005-07-28 03:20:47,2005-08-06 06:07:47,13249,7.99,9,Rick Mattox
Terry,Carlson,terry.carlson@sakilacustomer.org,Miyakonojo,7689,2005-07-28 03:21:24,2005-07-31 08:01:24,6822,2.99,3,Terry Carlson
Danielle,Daniels,danielle.daniels@sakilacustomer.org,Hidalgo,7690,2005-07-28 03:26:21,2005-07-29 00:08:21,4091,4.99,1,Danielle Daniels
Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,Lancaster,7691,2005-07-28 03:30:09,2005-07-29 21:31:09,3008,4.99,1,Rosa Reynolds
Sean,Douglass,sean.douglass@sakilacustomer.org,Addis Abeba,7692,2005-07-28 03:30:21,2005-07-30 22:25:21,10625,2.99,2,Sean Douglass
Eleanor,Hunt,eleanor.hunt@sakilacustomer.org,Saint-Denis,7693,2005-07-28 03:31:22,2005-07-31 06:42:22,4028,4.99,3,Eleanor Hunt
Ted,Breaux,ted.breaux@sakilacustomer.org,Baicheng,7694,2005-07-28 03:39:25,2005-07-31 05:47:25,14492,0.99,3,Ted Breaux
Matthew,Mahan,matthew.mahan@sakilacustomer.org,Cuautla,7695,2005-07-28 03:41:13,2005-08-06 05:06:13,8736,5.99,9,Matthew Mahan
Gloria,Cook,gloria.cook@sakilacustomer.org,Papeete,7696,2005-07-28 03:41:35,2005-08-06 05:48:35,1549,7.99,9,Gloria Cook
Howard,Fortner,howard.fortner@sakilacustomer.org,Kermanshah,7697,2005-07-28 03:43:45,2005-08-03 07:55:45,10213,1.99,6,Howard Fortner
Ian,Still,ian.still@sakilacustomer.org,Garland,7698,2005-07-28 03:44:14,2005-08-04 03:44:14,15036,0.99,7,Ian Still
Heather,Morris,heather.morris@sakilacustomer.org,Nagareyama,7699,2005-07-28 03:52:21,2005-08-01 05:00:21,1469,4.99,4,Heather Morris
Sheila,Wells,sheila.wells@sakilacustomer.org,Kütahya,7700,2005-07-28 03:54:14,2005-08-05 06:20:14,3346,8.99,8,Sheila Wells
Charles,Kowalski,charles.kowalski@sakilacustomer.org,Sungai Petani,7701,2005-07-28 03:54:28,2005-08-01 08:39:28,8306,2.99,4,Charles Kowalski
Joe,Gilliland,joe.gilliland@sakilacustomer.org,Imus,7702,2005-07-28 03:56:05,2005-07-31 03:29:05,9446,2.99,3,Joe Gilliland
Linda,Williams,linda.williams@sakilacustomer.org,Athenai,7703,2005-07-28 03:59:21,2005-08-05 08:52:21,70,7.99,8,Linda Williams
Jennie,Terry,jennie.terry@sakilacustomer.org,Olomouc,7704,2005-07-28 04:02:13,2005-08-04 00:51:13,7167,2.99,7,Jennie Terry
Laura,Rodriguez,laura.rodriguez@sakilacustomer.org,Salé,7705,2005-07-28 04:02:58,2005-08-05 01:19:58,587,7.99,8,Laura Rodriguez
Hilda,Hopkins,hilda.hopkins@sakilacustomer.org,Mandaluyong,7706,2005-07-28 04:03:17,2005-07-29 22:16:17,7113,4.99,1,Hilda Hopkins
Constance,Reid,constance.reid@sakilacustomer.org,Zaria,7707,2005-07-28 04:07:47,2005-07-29 02:02:47,6253,0.99,1,Constance Reid
Roy,Whiting,roy.whiting@sakilacustomer.org,Nyeri,7708,2005-07-28 04:19:15,2005-08-04 04:41:15,9820,4.99,7,Roy Whiting
Andrea,Henderson,andrea.henderson@sakilacustomer.org,Mahajanga,7709,2005-07-28 04:22:14,2005-07-31 09:18:14,2204,0.99,3,Andrea Henderson
Jane,Bennett,jane.bennett@sakilacustomer.org,Araçatuba,7710,2005-07-28 04:24:07,2005-08-03 22:49:07,2099,0.99,6,Jane Bennett
Bradley,Motley,bradley.motley@sakilacustomer.org,Purnea (Purnia),7711,2005-07-28 04:26:42,2005-07-29 07:30:42,11518,4.99,1,Bradley Motley
Lawrence,Lawton,lawrence.lawton@sakilacustomer.org,Yaoundé,7712,2005-07-28 04:29:53,2005-08-02 00:57:53,9755,2.99,5,Lawrence Lawton
Sidney,Burleson,sidney.burleson@sakilacustomer.org,Czestochowa,7713,2005-07-28 04:32:14,2005-08-03 04:30:14,15322,6.99,6,Sidney Burleson
Christina,Ramirez,christina.ramirez@sakilacustomer.org,Al-Hawiya,7714,2005-07-28 04:32:30,2005-08-02 07:10:30,1898,2.99,5,Christina Ramirez
Cecil,Vines,cecil.vines@sakilacustomer.org,London,7715,2005-07-28 04:32:38,2005-08-05 00:37:38,13790,6.99,8,Cecil Vines
Sonia,Gregory,sonia.gregory@sakilacustomer.org,Benin City,7716,2005-07-28 04:33:15,2005-08-04 00:08:15,7695,8.99,7,Sonia Gregory
Tommy,Collazo,tommy.collazo@sakilacustomer.org,Qomsheh,7717,2005-07-28 04:33:54,2005-07-30 02:46:54,12393,4.99,2,Tommy Collazo
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,7718,2005-07-28 04:37:59,2005-07-29 09:20:59,93,2.99,1,Barbara Jones
Velma,Lucas,velma.lucas@sakilacustomer.org,Effon-Alaiye,7719,2005-07-28 04:39:09,2005-08-05 03:15:09,7749,6.99,8,Velma Lucas
Mitchell,Westmoreland,mitchell.westmoreland@sakilacustomer.org,Nha Trang,7720,2005-07-28 04:41:44,2005-08-04 06:51:44,14000,4.99,7,Mitchell Westmoreland
Louise,Jenkins,louise.jenkins@sakilacustomer.org,Springs,7721,2005-07-28 04:42:58,2005-07-31 07:52:58,2257,0.99,3,Louise Jenkins
Christopher,Greco,christopher.greco@sakilacustomer.org,Brescia,7722,2005-07-28 04:44:58,2005-07-30 01:29:58,8395,4.99,2,Christopher Greco
Joanne,Robertson,joanne.robertson@sakilacustomer.org,Urawa,7723,2005-07-28 04:45:37,2005-07-30 09:03:37,3994,0.99,2,Joanne Robertson
Linda,Williams,linda.williams@sakilacustomer.org,Athenai,7724,2005-07-28 04:46:30,2005-08-04 08:41:30,71,6.99,7,Linda Williams
Jose,Andrew,jose.andrew@sakilacustomer.org,Kingstown,7725,2005-07-28 04:47:14,2005-08-04 09:03:14,8812,2.99,7,Jose Andrew
Willie,Howell,willie.howell@sakilacustomer.org,Vicente López,7726,2005-07-28 04:52:19,2005-08-04 09:05:19,5935,5.99,7,Willie Howell
Shannon,Freeman,shannon.freeman@sakilacustomer.org,Varanasi (Benares),7727,2005-07-28 04:52:43,2005-08-03 01:12:43,3321,2.99,6,Shannon Freeman
Charlotte,Hunter,charlotte.hunter@sakilacustomer.org,Águas Lindas De Goiás,7728,2005-07-28 04:56:33,2005-07-31 07:54:33,3516,0.99,3,Charlotte Hunter
Julia,Flores,julia.flores@sakilacustomer.org,La Plata,7729,2005-07-28 04:57:57,2005-07-30 09:38:57,2425,4.99,2,Julia Flores
Gail,Knight,gail.knight@sakilacustomer.org,Bern,7730,2005-07-28 04:59:48,2005-08-04 04:35:48,4224,5.99,7,Gail Knight
Marvin,Yee,marvin.yee@sakilacustomer.org,Berhampore (Baharampur),7731,2005-07-28 05:01:18,2005-07-29 02:22:18,11179,0.99,1,Marvin Yee
Veronica,Stone,veronica.stone@sakilacustomer.org,Greensboro,7732,2005-07-28 05:03:32,2005-07-29 10:20:32,4304,0.99,1,Veronica Stone
Kathryn,Coleman,kathryn.coleman@sakilacustomer.org,Simferopol,7733,2005-07-28 05:04:47,2005-08-05 05:12:47,2230,9.99,8,Kathryn Coleman
Juanita,Mason,juanita.mason@sakilacustomer.org,Pune,7734,2005-07-28 05:08:44,2005-07-30 09:42:44,3650,0.99,2,Juanita Mason
Steve,Mackenzie,steve.mackenzie@sakilacustomer.org,Probolinggo,7735,2005-07-28 05:09:56,2005-07-31 23:34:56,10067,4.99,3,Steve Mackenzie
Eileen,Carr,eileen.carr@sakilacustomer.org,Ciudad Del Este,7736,2005-07-28 05:12:04,2005-08-05 02:28:04,5559,2.99,8,Eileen Carr
Ramon,Choate,ramon.choate@sakilacustomer.org,Ríobamba,7737,2005-07-28 05:15:03,2005-08-04 01:24:03,13311,1.99,7,Ramon Choate
Dorothy,Taylor,dorothy.taylor@sakilacustomer.org,Esfahan,7738,2005-07-28 05:21:42,2005-08-03 09:46:42,267,2.99,6,Dorothy Taylor
Holly,Fox,holly.fox@sakilacustomer.org,Haldia,7739,2005-07-28 05:21:51,2005-07-30 02:06:51,5052,0.99,2,Holly Fox
Johnny,Turpin,johnny.turpin@sakilacustomer.org,Al-Qadarif,7740,2005-07-28 05:23:36,2005-08-01 02:20:36,10705,2.99,4,Johnny Turpin
Kent,Arsenault,kent.arsenault@sakilacustomer.org,Juiz De Fora,7741,2005-07-28 05:25:55,2005-08-02 02:40:55,15829,0.99,5,Kent Arsenault
Joyce,Edwards,joyce.edwards@sakilacustomer.org,Jedda,7742,2005-07-28 05:33:16,2005-08-06 01:04:16,1346,8.99,9,Joyce Edwards
Ella,Oliver,ella.oliver@sakilacustomer.org,Aden,7743,2005-07-28 05:36:13,2005-08-03 11:28:13,5704,5.99,6,Ella Oliver
Bobbie,Craig,bobbie.craig@sakilacustomer.org,Valle De Santiago,7744,2005-07-28 05:38:20,2005-07-31 11:00:20,7800,0.99,3,Bobbie Craig
Miriam,Mckinney,miriam.mckinney@sakilacustomer.org,Otsu,7745,2005-07-28 05:46:28,2005-08-06 07:44:28,7721,9.99,9,Miriam Mckinney
James,Gannon,james.gannon@sakilacustomer.org,Hiroshima,7746,2005-07-28 05:48:56,2005-08-04 07:33:56,8123,2.99,7,James Gannon
Lori,Wood,lori.wood@sakilacustomer.org,Rae Bareli,7747,2005-07-28 05:50:11,2005-08-03 09:51:11,2125,4.99,6,Lori Wood
Glenn,Pullen,glenn.pullen@sakilacustomer.org,Amersfoort,7748,2005-07-28 05:52:23,2005-07-31 01:35:23,11226,4.99,3,Glenn Pullen
Constance,Reid,constance.reid@sakilacustomer.org,Zaria,7749,2005-07-28 05:53:36,2005-08-01 03:49:36,6254,2.99,4,Constance Reid
Charlene,Alvarez,charlene.alvarez@sakilacustomer.org,Zanzibar,7750,2005-07-28 05:55:30,2005-08-06 04:32:30,5957,9.99,9,Charlene Alvarez
June,Carroll,june.carroll@sakilacustomer.org,Skikda,7751,2005-07-28 05:56:13,2005-08-05 08:08:13,4785,5.99,8,June Carroll
Tonya,Chapman,tonya.chapman@sakilacustomer.org,Bhilwara,7752,2005-07-28 06:01:00,2005-08-03 06:09:00,5674,5.99,6,Tonya Chapman
Jamie,Waugh,jamie.waugh@sakilacustomer.org,Kuwana,7753,2005-07-28 06:09:19,2005-08-06 06:17:19,14294,6.99,9,Jamie Waugh
Hazel,Warren,hazel.warren@sakilacustomer.org,Hohhot,7754,2005-07-28 06:10:55,2005-07-29 02:46:55,3732,2.99,1,Hazel Warren
Oscar,Aquino,oscar.aquino@sakilacustomer.org,Sirjan,7755,2005-07-28 06:22:18,2005-08-06 11:38:18,12124,6.99,9,Oscar Aquino
Wesley,Bull,wesley.bull@sakilacustomer.org,Ourense (Orense),7756,2005-07-28 06:22:52,2005-08-05 11:55:52,12670,4.99,8,Wesley Bull
Brett,Cornwell,brett.cornwell@sakilacustomer.org,Siliguri (Shiliguri),7757,2005-07-28 06:23:00,2005-07-30 12:02:00,13528,4.99,2,Brett Cornwell
Gerald,Fultz,gerald.fultz@sakilacustomer.org,Satna,7758,2005-07-28 06:23:41,2005-08-03 06:06:41,9617,1.99,6,Gerald Fultz
Leonard,Schofield,leonard.schofield@sakilacustomer.org,Tandil,7759,2005-07-28 06:28:45,2005-08-03 11:38:45,10956,0.99,6,Leonard Schofield
Joseph,Joy,joseph.joy@sakilacustomer.org,Angra Dos Reis,7760,2005-07-28 06:29:45,2005-08-03 01:36:45,8345,3.99,6,Joseph Joy
Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,Lancaster,7761,2005-07-28 06:31:45,2005-07-30 01:36:45,3009,4.99,2,Rosa Reynolds
Warren,Sherrod,warren.sherrod@sakilacustomer.org,Usolje-Sibirskoje,7762,2005-07-28 06:34:23,2005-08-05 09:55:23,12481,8.99,8,Warren Sherrod
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,7763,2005-07-28 06:35:16,2005-08-03 02:46:16,3135,5.99,6,Victoria Gibson
April,Burns,april.burns@sakilacustomer.org,Dundee,7764,2005-07-28 06:40:05,2005-07-30 02:51:05,3840,2.99,2,April Burns
Shelly,Watts,shelly.watts@sakilacustomer.org,Dayton,7765,2005-07-28 06:40:33,2005-07-31 01:25:33,7961,4.99,3,Shelly Watts
Misty,Lambert,misty.lambert@sakilacustomer.org,Sharja,7766,2005-07-28 06:41:57,2005-08-06 11:21:57,7910,4.99,9,Misty Lambert
Amber,Dixon,amber.dixon@sakilacustomer.org,Touliu,7767,2005-07-28 06:42:02,2005-08-05 11:19:02,3767,5.99,8,Amber Dixon
Shannon,Freeman,shannon.freeman@sakilacustomer.org,Varanasi (Benares),7768,2005-07-28 06:44:03,2005-07-29 09:46:03,3322,0.99,1,Shannon Freeman
